Repeat; Align; Compensate; Prefetch; Slice size; Threads per row; Block
10; 32; 10; 2; 64; 2; 128

matrix; format; average time; standard deviation time; times
cant.mtx; cpu; 7.82731838226; 0.0747664537475; 7.90406417847; 7.76531219482; 7.89276790619; 7.76614379883; 7.90428781509; 7.73199987411; 7.90454387665; 7.75001621246; 7.9018239975; 7.75222396851
cant.mtx; ellpack; 0.346966397762; 0.00168437215917; 0.348351985216; 0.345663994551; 0.346495985985; 0.348224014044; 0.344191998243; 0.346527993679; 0.347680002451; 0.345984011889; 0.34601598978; 0.350528001785
cant.mtx; sliced; 0.289471998811; 0.000844947022578; 0.2910400033; 0.289727985859; 0.290208011866; 0.288127988577; 0.288576006889; 0.289407998323; 0.289824008942; 0.28911998868; 0.288576006889; 0.290111988783
cant.mtx; sertilp; 0.275363197923; 0.00148505375851; 0.275200009346; 0.275231987238; 0.275743991137; 0.274495989084; 0.274239987135; 0.274336010218; 0.279520004988; 0.275775998831; 0.274592012167; 0.274495989084
consph.mtx; cpu; 11.7313150406; 0.00630345935517; 11.7407035828; 11.7200317383; 11.7371196747; 11.7374076843; 11.7360963821; 11.7319364548; 11.7245759964; 11.7254076004; 11.7285757065; 11.7312955856
consph.mtx; ellpack; 0.476796793938; 0.055172152208; 0.542271971703; 0.540992021561; 0.542432010174; 0.542271971703; 0.475039988756; 0.427359998226; 0.425695985556; 0.422432005405; 0.425760000944; 0.42371198535
consph.mtx; sliced; 0.372723197937; 0.00102452467193; 0.372415989637; 0.372031986713; 0.373856008053; 0.373535990715; 0.372415989637; 0.372384011745; 0.374624013901; 0.371840000153; 0.373183995485; 0.37094399333
consph.mtx; sertilp; 0.356355202198; 0.000858106925681; 0.356256008148; 0.357632011175; 0.35574400425; 0.358047991991; 0.356992006302; 0.355776011944; 0.355776011944; 0.35628798604; 0.355583995581; 0.355455994606
cop20k_A.mtx; cpu; 6.78828482628; 0.0067487702634; 6.79852819443; 6.77824020386; 6.79094409943; 6.79027223587; 6.77814388275; 6.79667186737; 6.78483200073; 6.784512043; 6.79427194595; 6.7864317894
cop20k_A.mtx; ellpack; 0.579235190153; 0.0291231593565; 0.631775975227; 0.631263971329; 0.603999972343; 0.562784016132; 0.56198400259; 0.560639977455; 0.560576021671; 0.558879971504; 0.559391975403; 0.561056017876
cop20k_A.mtx; sliced; 0.541564798355; 0.00457847902401; 0.539456009865; 0.541152000427; 0.554880023003; 0.540000021458; 0.540416002274; 0.540287971497; 0.539583981037; 0.53897601366; 0.538303971291; 0.54259198904
cop20k_A.mtx; sertilp; 0.52114559412; 0.00148210087064; 0.52099198103; 0.520319998264; 0.524255990982; 0.522239983082; 0.52073597908; 0.520959973335; 0.520511984825; 0.522816002369; 0.519680023193; 0.51894402504
mac_econ_fwd500.mtx; cpu; 2.72303037643; 0.00665316190761; 2.72137594223; 2.7275519371; 2.73193597794; 2.71567988396; 2.72943997383; 2.71916794777; 2.70854401588; 2.72585606575; 2.7245759964; 2.72617602348
mac_econ_fwd500.mtx; ellpack; 0.777776002884; 0.00121930823943; 0.778176009655; 0.778496026993; 0.77884799242; 0.778656005859; 0.778303980827; 0.777567982674; 0.775615990162; 0.778976023197; 0.777760028839; 0.775359988213
mac_econ_fwd500.mtx; sliced; 0.803888005018; 0.116094329829; 0.675743997097; 0.677792012691; 0.677056014538; 0.729600012302; 0.927007973194; 0.78991997242; 1.01526403427; 0.797248005867; 0.948000013828; 0.801248013973
mac_econ_fwd500.mtx; sertilp; 0.641276782751; 0.00207479971495; 0.646239995956; 0.641983985901; 0.641247987747; 0.640479981899; 0.639039993286; 0.639999985695; 0.643423974514; 0.639967978001; 0.639199972153; 0.641183972359
mc2depi.mtx; cpu; 4.45925121307; 0.0207708663691; 4.4465918541; 4.45638418198; 4.45878410339; 4.44528007507; 4.44095993042; 4.46985578537; 4.46060800552; 4.51635217667; 4.44534397125; 4.45235204697
mc2depi.mtx; ellpack; 0.828291201591; 0.00171236809679; 0.832415997982; 0.828288018703; 0.827968001366; 0.825919985771; 0.827776014805; 0.829695999622; 0.828863978386; 0.8272960186; 0.828127980232; 0.826560020447
mc2depi.mtx; sliced; 0.845046395063; 0.00161351329383; 0.845439970493; 0.843071997166; 0.848544001579; 0.845279991627; 0.843487977982; 0.846239984035; 0.845376014709; 0.844352006912; 0.845791995525; 0.842880010605
mc2depi.mtx; sertilp; 0.833353596926; 0.00252917366617; 0.831040024757; 0.835039973259; 0.831903994083; 0.834367990494; 0.830111980438; 0.831807971001; 0.832415997982; 0.834016025066; 0.839551985264; 0.833280026913
pwtk.mtx; cpu; 22.1888860703; 0.00661803120485; 22.1921272278; 22.1890888214; 22.1948471069; 22.202911377; 22.1792964935; 22.1881275177; 22.1809597015; 22.1889591217; 22.1826553345; 22.1898880005
pwtk.mtx; ellpack; 1.07622082233; 0.00221293830918; 1.0759999752; 1.0780800581; 1.07830405235; 1.07523202896; 1.0730240345; 1.08028805256; 1.0775359869; 1.07568001747; 1.07308804989; 1.07497596741
pwtk.mtx; sliced; 0.909439992905; 0.00478136500144; 0.90710401535; 0.90598398447; 0.909983992577; 0.904255986214; 0.922176003456; 0.911487996578; 0.905727982521; 0.909503996372; 0.907743990421; 0.910431981087
pwtk.mtx; sertilp; 0.897225606441; 0.0235784718527; 0.881120026112; 0.882399976254; 0.893664002419; 0.88639998436; 0.884576022625; 0.936287999153; 0.950528025627; 0.890048027039; 0.884447991848; 0.88278400898
